company_id,year,cfo_sign,cfi_sign,cff_sign,pattern_label
ABB,2012-12,1,-1,-1,Reinvestor
ABB,2014-03,1,1,1,Cash Accumulator
ABB,2015-03,-1,-1,1,Growth Funded by Debt
ABB,2016-03,1,-1,-1,Shareholder Returns
ABB,2017-03,1,-1,-1,Shareholder Returns
ABB,2018-03,1,-1,1,Mixed
ABB,2019-03,1,-1,1,Mixed
ABB,2020-03,1,-1,1,Mixed
ABB,2021-03,1,-1,-1,Shareholder Returns
ABB,2022-03,1,-1,-1,Shareholder Returns
ABB,2023-03,1,-1,1,Mixed
ABB,2024-03,1,-1,-1,Shareholder Returns
ABB,2024-09,,,,
ADANIENSOL,2014-03,1,1,1,Cash Accumulator
ADANIENSOL,2015-03,-1,-1,1,Growth Funded by Debt
ADANIENSOL,2016-03,1,-1,-1,Shareholder Returns
ADANIENSOL,2017-03,1,-1,-1,Shareholder Returns
ADANIENSOL,2018-03,1,-1,1,Mixed
ADANIENSOL,2019-03,1,-1,1,Mixed
ADANIENSOL,2020-03,1,-1,1,Mixed
ADANIENSOL,2021-03,1,-1,-1,Shareholder Returns
ADANIENSOL,2022-03,1,-1,-1,Shareholder Returns
ADANIENSOL,2023-03,1,-1,1,Mixed
ADANIENSOL,2024-03,1,-1,-1,Shareholder Returns
ADANIENSOL,2024-09,,,,
ADANIENT,2013-03,1,-1,1,Mixed
ADANIENT,2014-03,1,-1,-1,Shareholder Returns
ADANIENT,2015-03,1,-1,1,Mixed
ADANIENT,2016-03,1,-1,-1,Shareholder Returns
ADANIENT,2017-03,1,-1,1,Mixed
ADANIENT,2018-03,1,-1,1,Mixed
ADANIENT,2019-03,1,1,-1,Liquidating Assets
ADANIENT,2020-03,1,-1,-1,Shareholder Returns
ADANIENT,2021-03,1,-1,1,Mixed
ADANIENT,2022-03,1,-1,1,Mixed
ADANIENT,2023-03,1,-1,-1,Shareholder Returns
ADANIENT,2024-03,1,-1,1,Mixed
ADANIENT,2024-09,,,,
ADANIGREEN,2017-03,1,-1,1,Mixed
ADANIGREEN,2018-03,1,-1,1,Mixed
ADANIGREEN,2019-03,1,-1,1,Mixed
ADANIGREEN,2020-03,1,-1,1,Mixed
ADANIGREEN,2021-03,1,-1,1,Mixed
ADANIGREEN,2022-03,1,-1,1,Mixed
ADANIGREEN,2023-03,1,-1,-1,Shareholder Returns
ADANIGREEN,2024-03,1,-1,1,Mixed
ADANIGREEN,2024-09,,,,
ADANIPORTS,2013-03,1,-1,1,Mixed
ADANIPORTS,2014-03,1,-1,1,Mixed
ADANIPORTS,2015-03,1,-1,-1,Reinvestor
ADANIPORTS,2016-03,1,-1,1,Mixed
ADANIPORTS,2017-03,1,-1,-1,Reinvestor
ADANIPORTS,2018-03,1,-1,-1,Shareholder Returns
ADANIPORTS,2019-03,1,-1,1,Mixed
ADANIPORTS,2020-03,1,-1,-1,Shareholder Returns
ADANIPORTS,2021-03,1,-1,1,Mixed
ADANIPORTS,2022-03,1,-1,-1,Shareholder Returns
ADANIPORTS,2023-03,1,-1,-1,Shareholder Returns
ADANIPORTS,2024-03,1,-1,-1,Shareholder Returns
ADANIPORTS,2024-09,,,,
ADANIPOWER,2013-03,1,-1,1,Mixed
ADANIPOWER,2014-03,1,-1,1,Mixed
ADANIPOWER,2015-03,1,-1,-1,Reinvestor
ADANIPOWER,2016-03,1,-1,-1,Shareholder Returns
ADANIPOWER,2017-03,1,-1,-1,Reinvestor
ADANIPOWER,2018-03,1,-1,-1,Reinvestor
ADANIPOWER,2019-03,1,-1,-1,Reinvestor
ADANIPOWER,2020-03,1,-1,-1,Reinvestor
ADANIPOWER,2021-03,1,-1,-1,Shareholder Returns
ADANIPOWER,2022-03,1,1,-1,Liquidating Assets
ADANIPOWER,2023-03,1,1,-1,Liquidating Assets
ADANIPOWER,2024-03,1,1,-1,Liquidating Assets
ADANIPOWER,2024-09,,,,
AMBUJACEM,2012-12,1,-1,-1,Reinvestor
AMBUJACEM,2013-12,1,-1,-1,Reinvestor
AMBUJACEM,2014-12,1,-1,-1,Reinvestor
AMBUJACEM,2015-12,1,-1,-1,Shareholder Returns
AMBUJACEM,2016-12,1,-1,-1,Shareholder Returns
AMBUJACEM,2017-12,1,-1,-1,Shareholder Returns
AMBUJACEM,2018-12,1,-1,-1,Reinvestor
AMBUJACEM,2019-12,1,-1,-1,Shareholder Returns
AMBUJACEM,2020-12,1,-1,-1,Shareholder Returns
AMBUJACEM,2021-12,1,-1,-1,Reinvestor
AMBUJACEM,2023-03,1,-1,1,Mixed
AMBUJACEM,2024-03,1,-1,1,Mixed
AMBUJACEM,2024-09,,,,
APOLLOHOSP,2013-03,1,-1,1,Mixed
APOLLOHOSP,2014-03,1,-1,-1,Reinvestor
APOLLOHOSP,2015-03,1,-1,1,Mixed
APOLLOHOSP,2016-03,1,-1,1,Mixed
APOLLOHOSP,2017-03,1,-1,1,Mixed
APOLLOHOSP,2018-03,1,-1,-1,Shareholder Returns
APOLLOHOSP,2019-03,1,-1,-1,Shareholder Returns
APOLLOHOSP,2020-03,1,-1,-1,Shareholder Returns
APOLLOHOSP,2021-03,1,-1,-1,Shareholder Returns
APOLLOHOSP,2022-03,1,-1,-1,Shareholder Returns
APOLLOHOSP,2023-03,1,-1,-1,Shareholder Returns
APOLLOHOSP,2024-03,1,-1,-1,Shareholder Returns
APOLLOHOSP,2024-09,,,,
ASIANPAINT,2013-03,1,-1,-1,Reinvestor
ASIANPAINT,2014-03,1,-1,-1,Reinvestor
ASIANPAINT,2015-03,1,-1,-1,Reinvestor
ASIANPAINT,2016-03,1,-1,-1,Reinvestor
ASIANPAINT,2017-03,1,-1,-1,Reinvestor
ASIANPAINT,2018-03,1,-1,-1,Reinvestor
ASIANPAINT,2019-03,1,-1,-1,Reinvestor
ASIANPAINT,2020-03,1,-1,-1,Reinvestor
ASIANPAINT,2021-03,1,-1,-1,Reinvestor
ASIANPAINT,2022-03,1,-1,-1,Reinvestor
ASIANPAINT,2023-03,1,-1,-1,Reinvestor
ASIANPAINT,2024-03,1,-1,-1,Reinvestor
ASIANPAINT,2024-09,,,,
ATGL,2018-03,1,-1,1,Mixed
ATGL,2019-03,1,1,-1,Liquidating Assets
ATGL,2020-03,1,-1,-1,Reinvestor
ATGL,2021-03,1,-1,1,Mixed
ATGL,2022-03,1,-1,1,Mixed
ATGL,2023-03,1,-1,1,Mixed
ATGL,2024-03,1,-1,-1,Reinvestor
ATGL,2024-09,,,,
BAJAJ-AUTO,2013-03,1,-1,-1,Reinvestor
BAJAJ-AUTO,2014-03,1,-1,-1,Reinvestor
BAJAJ-AUTO,2015-03,1,-1,-1,Reinvestor
BAJAJ-AUTO,2016-03,1,-1,-1,Reinvestor
BAJAJ-AUTO,2017-03,1,-1,-1,Reinvestor
BAJAJ-AUTO,2018-03,1,-1,-1,Reinvestor
BAJAJ-AUTO,2019-03,1,-1,-1,Reinvestor
BAJAJ-AUTO,2020-03,1,1,-1,Liquidating Assets
BAJAJ-AUTO,2021-03,1,-1,-1,Reinvestor
BAJAJ-AUTO,2022-03,1,1,-1,Liquidating Assets
BAJAJ-AUTO,2023-03,1,1,-1,Liquidating Assets
BAJAJ-AUTO,2024-03,1,-1,-1,Reinvestor
BAJAJ-AUTO,2024-09,,,,
AXISBANK,2013-03,1,-1,1,Mixed
AXISBANK,2014-03,1,-1,1,Mixed
AXISBANK,2015-03,-1,-1,1,Growth Funded by Debt
AXISBANK,2016-03,-1,1,1,Distress Signal
AXISBANK,2017-03,1,-1,-1,Shareholder Returns
AXISBANK,2018-03,-1,-1,1,Growth Funded by Debt
AXISBANK,2019-03,1,-1,1,Mixed
AXISBANK,2020-03,1,-1,1,Mixed
AXISBANK,2021-03,1,-1,1,Mixed
AXISBANK,2022-03,1,-1,1,Mixed
AXISBANK,2023-03,1,-1,1,Mixed
AXISBANK,2024-03,-1,-1,1,Growth Funded by Debt
BAJAJFINSV,2013-03,-1,1,1,Distress Signal
BAJAJFINSV,2014-03,-1,1,1,Distress Signal
BAJAJFINSV,2015-03,-1,1,1,Distress Signal
BAJAJFINSV,2016-03,-1,-1,1,Growth Funded by Debt
BAJAJFINSV,2017-03,-1,1,1,Distress Signal
BAJAJFINSV,2018-03,-1,-1,1,Growth Funded by Debt
BAJAJFINSV,2019-03,-1,-1,1,Growth Funded by Debt
BAJAJFINSV,2020-03,-1,-1,1,Growth Funded by Debt
BAJAJFINSV,2021-03,1,-1,1,Mixed
BAJAJFINSV,2022-03,-1,1,1,Distress Signal
BAJAJFINSV,2023-03,-1,-1,1,Growth Funded by Debt
BAJAJFINSV,2024-03,-1,-1,1,Growth Funded by Debt
BAJAJFINSV,2024-09,,,,
BAJAJHLDNG,2013-03,1,-1,-1,Reinvestor
BAJAJHLDNG,2014-03,1,-1,-1,Reinvestor
BAJAJHLDNG,2015-03,1,-1,-1,Reinvestor
BAJAJHLDNG,2016-03,1,1,-1,Liquidating Assets
BAJAJHLDNG,2017-03,-1,-1,-1,Pre-Revenue
BAJAJHLDNG,2018-03,1,-1,-1,Reinvestor
BAJAJHLDNG,2019-03,1,-1,-1,Reinvestor
BAJAJHLDNG,2020-03,1,-1,-1,Reinvestor
BAJAJHLDNG,2021-03,1,-1,-1,Reinvestor
BAJAJHLDNG,2022-03,1,-1,-1,Reinvestor
BAJAJHLDNG,2023-03,1,-1,-1,Reinvestor
BAJAJHLDNG,2024-03,1,-1,-1,Reinvestor
BAJAJHLDNG,2024-09,,,,
BAJFINANCE,2015-03,-1,-1,1,Growth Funded by Debt
BAJFINANCE,2016-03,-1,-1,1,Growth Funded by Debt
BAJFINANCE,2017-03,-1,-1,1,Growth Funded by Debt
BAJFINANCE,2018-03,-1,1,1,Distress Signal
BAJFINANCE,2019-03,-1,-1,1,Growth Funded by Debt
BAJFINANCE,2020-03,-1,-1,1,Growth Funded by Debt
BAJFINANCE,2021-03,-1,-1,1,Growth Funded by Debt
BAJFINANCE,2022-03,-1,1,1,Distress Signal
BAJFINANCE,2023-03,-1,-1,1,Growth Funded by Debt
BAJFINANCE,2024-03,-1,-1,1,Growth Funded by Debt
BAJFINANCE,2024-09,,,,
BANKBARODA,2013-03,1,-1,-1,Shareholder Returns
BANKBARODA,2014-03,1,-1,1,Mixed
BANKBARODA,2015-03,1,-1,-1,Shareholder Returns
BANKBARODA,2016-03,-1,-1,-1,Pre-Revenue
BANKBARODA,2017-03,1,-1,-1,Shareholder Returns
BANKBARODA,2018-03,-1,-1,1,Growth Funded by Debt
BANKBARODA,2019-03,-1,-1,1,Growth Funded by Debt
BANKBARODA,2020-03,1,-1,1,Mixed
BANKBARODA,2021-03,-1,-1,-1,Pre-Revenue
BANKBARODA,2022-03,1,-1,-1,Reinvestor
BANKBARODA,2023-03,-1,-1,-1,Pre-Revenue
BANKBARODA,2024-03,-1,-1,1,Growth Funded by Debt
BHARTIARTL,2013-03,1,-1,-1,Shareholder Returns
BHARTIARTL,2014-03,1,-1,1,Mixed
BHARTIARTL,2015-03,1,-1,-1,Shareholder Returns
BHARTIARTL,2016-03,1,-1,-1,Shareholder Returns
BHARTIARTL,2017-03,1,-1,-1,Shareholder Returns
BHARTIARTL,2018-03,1,-1,1,Mixed
BHARTIARTL,2019-03,1,-1,1,Mixed
BHARTIARTL,2020-03,1,-1,1,Mixed
BHARTIARTL,2021-03,1,-1,-1,Reinvestor
BHARTIARTL,2022-03,1,-1,-1,Shareholder Returns
BHARTIARTL,2023-03,1,-1,-1,Shareholder Returns
BHARTIARTL,2024-03,1,-1,-1,Shareholder Returns
BHARTIARTL,2024-09,,,,
BEL,2013-03,-1,1,-1,Asset Sale Funded Repayment
BEL,2014-03,-1,1,-1,Asset Sale Funded Repayment
BEL,2015-03,1,-1,-1,Reinvestor
BEL,2016-03,1,-1,-1,Shareholder Returns
BEL,2017-03,-1,1,-1,Asset Sale Funded Repayment
BEL,2018-03,-1,-1,-1,Pre-Revenue
BEL,2019-03,1,-1,-1,Reinvestor
BEL,2020-03,1,-1,-1,Reinvestor
BEL,2021-03,1,-1,-1,Shareholder Returns
BEL,2022-03,1,-1,-1,Shareholder Returns
BEL,2023-03,1,1,-1,Liquidating Assets
BEL,2024-03,1,-1,-1,Reinvestor
BEL,2024-09,,,,
BHEL,2013-03,1,-1,1,Mixed
BHEL,2014-03,1,-1,1,Mixed
BHEL,2015-03,1,1,-1,Liquidating Assets
BHEL,2016-03,1,1,-1,Liquidating Assets
BHEL,2017-03,1,-1,-1,Reinvestor
BHEL,2018-03,1,1,-1,Liquidating Assets
BHEL,2019-03,-1,1,-1,Asset Sale Funded Repayment
BHEL,2020-03,-1,1,1,Distress Signal
BHEL,2021-03,1,-1,-1,Reinvestor
BHEL,2022-03,1,-1,-1,Reinvestor
BHEL,2023-03,-1,1,1,Distress Signal
BHEL,2024-03,-1,1,1,Distress Signal
BHEL,2024-09,,,,
BOSCHLTD,2012-12,1,-1,-1,Reinvestor
BOSCHLTD,2013-12,1,-1,-1,Reinvestor
BOSCHLTD,2015-03,1,-1,-1,Reinvestor
BOSCHLTD,2016-03,1,-1,-1,Reinvestor
BOSCHLTD,2017-03,1,1,-1,Liquidating Assets
BOSCHLTD,2018-03,1,-1,-1,Reinvestor
BOSCHLTD,2019-03,1,1,-1,Liquidating Assets
BOSCHLTD,2020-03,1,-1,-1,Shareholder Returns
BOSCHLTD,2021-03,1,-1,-1,Shareholder Returns
BOSCHLTD,2022-03,1,-1,-1,Reinvestor
BOSCHLTD,2023-03,1,1,-1,Liquidating Assets
BOSCHLTD,2024-03,1,1,-1,Liquidating Assets
BOSCHLTD,2024-09,,,,
BPCL,2013-03,1,-1,-1,Shareholder Returns
BPCL,2014-03,1,-1,-1,Shareholder Returns
BPCL,2015-03,1,-1,-1,Shareholder Returns
BPCL,2016-03,1,-1,-1,Reinvestor
BPCL,2017-03,1,-1,1,Mixed
BPCL,2018-03,1,-1,-1,Reinvestor
BPCL,2019-03,1,-1,1,Mixed
BPCL,2020-03,1,-1,1,Mixed
BPCL,2021-03,1,-1,-1,Reinvestor
BPCL,2022-03,1,-1,-1,Shareholder Returns
BPCL,2023-03,1,-1,-1,Shareholder Returns
BPCL,2024-03,1,-1,-1,Reinvestor
BPCL,2024-09,,,,
BRITANNIA,2013-03,1,1,-1,Liquidating Assets
BRITANNIA,2014-03,1,-1,-1,Shareholder Returns
BRITANNIA,2015-03,1,-1,-1,Reinvestor
BRITANNIA,2016-03,1,-1,-1,Reinvestor
BRITANNIA,2017-03,1,-1,-1,Reinvestor
BRITANNIA,2018-03,1,-1,-1,Reinvestor
BRITANNIA,2019-03,1,-1,-1,Reinvestor
BRITANNIA,2020-03,1,-1,1,Mixed
BRITANNIA,2021-03,1,1,-1,Liquidating Assets
BRITANNIA,2022-03,1,1,-1,Liquidating Assets
BRITANNIA,2023-03,1,-1,-1,Reinvestor
